Timestamp,Cursor 1 Wavelength,Cursor 1 FWHM,Cursor 1 Intensity,Cursor 1 OSNR
2021-08-13T16:24:19.135,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:19.512,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:19.940,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:20.312,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:20.735,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:21.095,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:21.525,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:21.905,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:22.335,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:22.705,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:23.125,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:23.495,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:23.925,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:24.305,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:24.734,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:25.104,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:25.524,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:25.894,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:26.324,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:26.704,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:27.124,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:27.494,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:27.924,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:28.294,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:28.724,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:29.094,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:29.531,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:29.892,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:30.327,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:30.695,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:31.125,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:31.499,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:31.928,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:32.297,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:32.724,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:33.093,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:33.523,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:33.893,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:34.323,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:34.690,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:35.120,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:35.490,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:35.920,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:36.290,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:36.720,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:37.090,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:37.510,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:37.880,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:38.310,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:38.690,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:39.120,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:39.487,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:39.915,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:40.285,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:40.716,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:41.090,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:41.517,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:41.887,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:42.314,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:42.683,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:43.113,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:43.487,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:43.916,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:44.285,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:44.711,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:45.081,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:45.511,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:45.884,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:46.313,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:46.683,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:47.108,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:47.478,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:47.908,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:48.282,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:48.710,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:49.079,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:49.505,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:49.874,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:50.308,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:50.679,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:51.107,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:51.476,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:51.903,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:52.271,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:52.702,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:53.075,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:53.505,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:53.873,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:54.300,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:54.670,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:55.100,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:55.474,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:55.902,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:56.271,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:56.698,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:57.066,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:57.496,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:57.870,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:58.302,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:58.676,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:59.105,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:59.474,246727.6328,35.159,0.125,32.7
2021-08-13T16:24:59.900,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:00.269,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:00.700,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:01.073,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:01.502,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:01.871,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:02.298,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:02.666,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:03.096,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:03.470,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:03.898,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:04.266,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:04.694,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:05.062,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:05.498,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:05.867,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:06.295,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:06.664,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:07.091,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:07.460,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:07.890,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:08.263,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:08.691,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:09.060,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:09.490,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:09.863,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:10.292,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:10.660,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:11.088,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:11.456,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:11.887,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:12.260,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:12.689,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:13.058,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:13.484,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:13.853,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:14.283,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:14.657,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:15.085,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:15.453,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:15.880,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:16.241,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:16.679,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:17.052,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:17.474,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:17.844,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:18.276,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:18.639,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:19.069,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:19.449,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:19.871,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:20.242,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:20.668,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:21.035,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:21.466,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:21.836,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:22.276,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:22.648,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:23.079,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:23.447,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:23.874,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:24.233,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:24.673,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:25.046,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:25.475,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:25.844,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:26.270,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:26.638,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:27.069,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:27.442,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:27.871,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:28.238,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:28.666,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:29.034,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:29.465,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:29.839,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:30.268,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:30.637,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:31.063,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:31.432,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:31.862,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:32.236,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:32.664,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:33.033,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:33.460,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:33.828,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:34.258,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:34.631,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:35.060,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:35.435,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:35.856,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:36.225,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:36.654,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:37.028,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:37.461,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:37.834,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:38.263,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:38.630,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:39.058,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:39.426,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:39.857,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:40.231,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:40.659,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:41.028,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:41.454,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:41.823,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:42.253,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:42.626,246727.6328,35.159,0.125,32.7
2021-08-13T16:25:43.059,246727.6328,35.159,0.125,32.7
